Name,Account number,Date,OldValue,NewValue
TransportCo58,AB0000057,2025-05-14,Blocked,Active
TransportCo58,AB0000057,2025-05-21,Active,Blocked
TransportCo58,AB0000057,2025-06-04,Blocked,Active
TransportCo59,AB0000058,2025-01-01,Active,Blocked
TransportCo59,AB0000058,2025-01-08,Blocked,Active
TransportCo59,AB0000058,2025-01-15,Active,Blocked
TransportCo59,AB0000058,2025-02-05,Blocked,Active
TransportCo59,AB0000058,2025-02-26,Active,Blocked
TransportCo59,AB0000058,2025-03-19,Blocked,Active
TransportCo59,AB0000058,2025-03-26,Active,Blocked
TransportCo59,AB0000058,2025-04-09,Blocked,Active
TransportCo59,AB0000058,2025-04-16,Active,Blocked
TransportCo60,AB0000059,2025-01-01,Blocked,Active
TransportCo60,AB0000059,2025-01-08,Active,Blocked
TransportCo60,AB0000059,2025-01-15,Blocked,Active
TransportCo60,AB0000059,2025-02-05,Active,Blocked
TransportCo61,AB0000060,2025-01-01,Blocked,Active
TransportCo61,AB0000060,2025-01-08,Active,Blocked
TransportCo61,AB0000060,2025-01-22,Blocked,Active
TransportCo61,AB0000060,2025-02-12,Active,Blocked
TransportCo61,AB0000060,2025-03-05,Blocked,Active
TransportCo62,AB0000061,2025-01-01,Active,Blocked
TransportCo62,AB0000061,2025-01-15,Blocked,Active
TransportCo63,AB0000062,2025-01-01,Active,Blocked
TransportCo63,AB0000062,2025-01-22,Blocked,Active
TransportCo63,AB0000062,2025-02-12,Active,Blocked
TransportCo63,AB0000062,2025-02-26,Blocked,Active
TransportCo63,AB0000062,2025-03-19,Active,Blocked
TransportCo63,AB0000062,2025-03-26,Blocked,Active
TransportCo63,AB0000062,2025-04-09,Active,Blocked
TransportCo63,AB0000062,2025-04-30,Blocked,Active
TransportCo63,AB0000062,2025-05-14,Active,Blocked
TransportCo64,AB0000063,2025-01-01,Blocked,Active
TransportCo65,AB0000064,2025-01-01,Active,Blocked
TransportCo65,AB0000064,2025-01-22,Blocked,Active
TransportCo65,AB0000064,2025-01-29,Active,Blocked
TransportCo66,AB0000065,2025-01-01,Blocked,Active
TransportCo66,AB0000065,2025-01-08,Active,Blocked
TransportCo66,AB0000065,2025-01-29,Blocked,Active
TransportCo66,AB0000065,2025-02-19,Active,Blocked
TransportCo66,AB0000065,2025-03-12,Blocked,Active
TransportCo66,AB0000065,2025-04-02,Active,Blocked
TransportCo67,AB0000066,2025-01-01,Blocked,Active
TransportCo67,AB0000066,2025-01-15,Active,Blocked
TransportCo67,AB0000066,2025-01-22,Blocked,Active
TransportCo68,AB0000067,2025-01-01,Active,Blocked
TransportCo68,AB0000067,2025-01-22,Blocked,Active
TransportCo68,AB0000067,2025-01-29,Active,Blocked
TransportCo68,AB0000067,2025-02-05,Blocked,Active
TransportCo68,AB0000067,2025-02-26,Active,Blocked
TransportCo69,AB0000068,2025-01-01,Blocked,Active
TransportCo69,AB0000068,2025-01-08,Active,Blocked
TransportCo69,AB0000068,2025-01-29,Blocked,Active
TransportCo69,AB0000068,2025-02-19,Active,Blocked
TransportCo69,AB0000068,2025-03-12,Blocked,Active
TransportCo69,AB0000068,2025-04-02,Active,Blocked
TransportCo69,AB0000068,2025-04-23,Blocked,Active
TransportCo69,AB0000068,2025-05-07,Active,Blocked
TransportCo69,AB0000068,2025-05-28,Blocked,Active
TransportCo69,AB0000068,2025-06-18,Active,Blocked
TransportCo69,AB0000068,2025-06-25,Blocked,Active
TransportCo69,AB0000068,2025-07-09,Active,Blocked
TransportCo69,AB0000068,2025-07-16,Blocked,Active
TransportCo69,AB0000068,2025-07-30,Active,Blocked
TransportCo70,AB0000069,2025-01-01,Blocked,Active
TransportCo70,AB0000069,2025-01-22,Active,Blocked
TransportCo70,AB0000069,2025-02-12,Blocked,Active
TransportCo70,AB0000069,2025-03-05,Active,Blocked
TransportCo70,AB0000069,2025-03-26,Blocked,Active
TransportCo70,AB0000069,2025-04-16,Active,Blocked
TransportCo70,AB0000069,2025-04-23,Blocked,Active
TransportCo70,AB0000069,2025-05-14,Active,Blocked
TransportCo70,AB0000069,2025-06-04,Blocked,Active
TransportCo70,AB0000069,2025-06-25,Active,Blocked
TransportCo71,AB0000070,2025-01-01,Blocked,Active
TransportCo71,AB0000070,2025-01-22,Active,Blocked
TransportCo71,AB0000070,2025-02-05,Blocked,Active
TransportCo72,AB0000071,2025-01-01,Active,Blocked
TransportCo72,AB0000071,2025-01-22,Blocked,Active
TransportCo72,AB0000071,2025-01-29,Active,Blocked
TransportCo73,AB0000072,2025-01-01,Blocked,Active
TransportCo73,AB0000072,2025-01-15,Active,Blocked
TransportCo73,AB0000072,2025-01-22,Blocked,Active
TransportCo73,AB0000072,2025-02-05,Active,Blocked
TransportCo73,AB0000072,2025-02-26,Blocked,Active
TransportCo73,AB0000072,2025-03-19,Active,Blocked
TransportCo73,AB0000072,2025-04-02,Blocked,Active
TransportCo73,AB0000072,2025-04-23,Active,Blocked
TransportCo73,AB0000072,2025-04-30,Blocked,Active
TransportCo73,AB0000072,2025-05-14,Active,Blocked
TransportCo73,AB0000072,2025-05-28,Blocked,Active
TransportCo73,AB0000072,2025-06-04,Active,Blocked
TransportCo73,AB0000072,2025-06-18,Blocked,Active
TransportCo73,AB0000072,2025-07-02,Active,Blocked
TransportCo74,AB0000073,2025-01-01,Blocked,Active
TransportCo74,AB0000073,2025-01-15,Active,Blocked
TransportCo74,AB0000073,2025-01-29,Blocked,Active
TransportCo74,AB0000073,2025-02-19,Active,Blocked
TransportCo74,AB0000073,2025-03-12,Blocked,Active
TransportCo74,AB0000073,2025-04-02,Active,Blocked
TransportCo75,AB0000074,2025-01-01,Blocked,Active
TransportCo76,AB0000075,2025-01-01,Active,Blocked
TransportCo76,AB0000075,2025-01-08,Blocked,Active
TransportCo76,AB0000075,2025-01-22,Active,Blocked
TransportCo76,AB0000075,2025-01-29,Blocked,Active
TransportCo76,AB0000075,2025-02-12,Active,Blocked
TransportCo76,AB0000075,2025-03-05,Blocked,Active
TransportCo76,AB0000075,2025-03-19,Active,Blocked
TransportCo76,AB0000075,2025-04-02,Blocked,Active
TransportCo76,AB0000075,2025-04-23,Active,Blocked
TransportCo76,AB0000075,2025-05-14,Blocked,Active
TransportCo76,AB0000075,2025-05-21,Active,Blocked
TransportCo76,AB0000075,2025-06-11,Blocked,Active
TransportCo76,AB0000075,2025-06-18,Active,Blocked
TransportCo76,AB0000075,2025-07-09,Blocked,Active
TransportCo76,AB0000075,2025-07-23,Active,Blocked
TransportCo77,AB0000076,2025-01-01,Blocked,Active
TransportCo77,AB0000076,2025-01-22,Active,Blocked
TransportCo77,AB0000076,2025-02-12,Blocked,Active
TransportCo77,AB0000076,2025-02-19,Active,Blocked
TransportCo78,AB0000077,2025-01-01,Blocked,Active
TransportCo78,AB0000077,2025-01-15,Active,Blocked
TransportCo78,AB0000077,2025-02-05,Blocked,Active
TransportCo78,AB0000077,2025-02-19,Active,Blocked
TransportCo78,AB0000077,2025-03-05,Blocked,Active
TransportCo78,AB0000077,2025-03-19,Active,Blocked
TransportCo79,AB0000078,2025-01-01,Blocked,Active
TransportCo79,AB0000078,2025-01-22,Active,Blocked
TransportCo79,AB0000078,2025-02-12,Blocked,Active
TransportCo79,AB0000078,2025-02-19,Active,Blocked
TransportCo80,AB0000079,2025-01-01,Blocked,Active
TransportCo80,AB0000079,2025-01-22,Active,Blocked
TransportCo80,AB0000079,2025-01-29,Blocked,Active
TransportCo80,AB0000079,2025-02-05,Active,Blocked
TransportCo80,AB0000079,2025-02-19,Blocked,Active
TransportCo80,AB0000079,2025-03-05,Active,Blocked
TransportCo80,AB0000079,2025-03-19,Blocked,Active
TransportCo80,AB0000079,2025-03-26,Active,Blocked
TransportCo80,AB0000079,2025-04-02,Blocked,Active
TransportCo80,AB0000079,2025-04-23,Active,Blocked
TransportCo80,AB0000079,2025-05-07,Blocked,Active
TransportCo81,AB0000080,2025-01-01,Active,Blocked
TransportCo81,AB0000080,2025-01-08,Blocked,Active
TransportCo81,AB0000080,2025-01-15,Active,Blocked
TransportCo81,AB0000080,2025-02-05,Blocked,Active
TransportCo81,AB0000080,2025-02-26,Active,Blocked
TransportCo81,AB0000080,2025-03-19,Blocked,Active
TransportCo81,AB0000080,2025-04-02,Active,Blocked
TransportCo81,AB0000080,2025-04-23,Blocked,Active
TransportCo81,AB0000080,2025-05-07,Active,Blocked
TransportCo81,AB0000080,2025-05-21,Blocked,Active
TransportCo82,AB0000081,2025-01-01,Active,Blocked
TransportCo82,AB0000081,2025-01-22,Blocked,Active
TransportCo82,AB0000081,2025-01-29,Active,Blocked
TransportCo82,AB0000081,2025-02-19,Blocked,Active
TransportCo82,AB0000081,2025-03-12,Active,Blocked
TransportCo82,AB0000081,2025-04-02,Blocked,Active
TransportCo82,AB0000081,2025-04-23,Active,Blocked
TransportCo82,AB0000081,2025-05-14,Blocked,Active
TransportCo82,AB0000081,2025-05-21,Active,Blocked
TransportCo82,AB0000081,2025-06-04,Blocked,Active
TransportCo82,AB0000081,2025-06-11,Active,Blocked
TransportCo83,AB0000082,2025-01-01,Blocked,Active
TransportCo83,AB0000082,2025-01-08,Active,Blocked
TransportCo83,AB0000082,2025-01-29,Blocked,Active
TransportCo83,AB0000082,2025-02-05,Active,Blocked
TransportCo83,AB0000082,2025-02-26,Blocked,Active
TransportCo83,AB0000082,2025-03-05,Active,Blocked
TransportCo83,AB0000082,2025-03-26,Blocked,Active
TransportCo83,AB0000082,2025-04-09,Active,Blocked
TransportCo83,AB0000082,2025-04-23,Blocked,Active
TransportCo83,AB0000082,2025-04-30,Active,Blocked
TransportCo84,AB0000083,2025-01-01,Blocked,Active
TransportCo84,AB0000083,2025-01-15,Active,Blocked
TransportCo84,AB0000083,2025-01-29,Blocked,Active
TransportCo84,AB0000083,2025-02-12,Active,Blocked
TransportCo84,AB0000083,2025-02-19,Blocked,Active
TransportCo84,AB0000083,2025-03-05,Active,Blocked
TransportCo84,AB0000083,2025-03-19,Blocked,Active
TransportCo84,AB0000083,2025-03-26,Active,Blocked
TransportCo84,AB0000083,2025-04-02,Blocked,Active
TransportCo85,AB0000084,2025-01-01,Active,Blocked
TransportCo85,AB0000084,2025-01-15,Blocked,Active
TransportCo85,AB0000084,2025-02-05,Active,Blocked
TransportCo85,AB0000084,2025-02-12,Blocked,Active
TransportCo85,AB0000084,2025-02-26,Active,Blocked
TransportCo85,AB0000084,2025-03-05,Blocked,Active
TransportCo85,AB0000084,2025-03-12,Active,Blocked
TransportCo86,AB0000085,2025-01-01,Blocked,Active
TransportCo86,AB0000085,2025-01-22,Active,Blocked
TransportCo86,AB0000085,2025-02-12,Blocked,Active
TransportCo86,AB0000085,2025-02-19,Active,Blocked
TransportCo86,AB0000085,2025-03-05,Blocked,Active
TransportCo86,AB0000085,2025-03-26,Active,Blocked
TransportCo86,AB0000085,2025-04-16,Blocked,Active
TransportCo86,AB0000085,2025-04-23,Active,Blocked
TransportCo86,AB0000085,2025-05-14,Blocked,Active
TransportCo86,AB0000085,2025-05-21,Active,Blocked
TransportCo86,AB0000085,2025-05-28,Blocked,Active
TransportCo86,AB0000085,2025-06-18,Active,Blocked
TransportCo87,AB0000086,2025-01-01,Blocked,Active
TransportCo87,AB0000086,2025-01-22,Active,Blocked
TransportCo87,AB0000086,2025-02-12,Blocked,Active
TransportCo87,AB0000086,2025-03-05,Active,Blocked
TransportCo87,AB0000086,2025-03-26,Blocked,Active
TransportCo87,AB0000086,2025-04-09,Active,Blocked
TransportCo88,AB0000087,2025-01-01,Blocked,Active
TransportCo88,AB0000087,2025-01-22,Active,Blocked
TransportCo89,AB0000088,2025-01-01,Blocked,Active
TransportCo89,AB0000088,2025-01-15,Active,Blocked
TransportCo89,AB0000088,2025-01-29,Blocked,Active
TransportCo89,AB0000088,2025-02-19,Active,Blocked
TransportCo89,AB0000088,2025-03-12,Blocked,Active
TransportCo89,AB0000088,2025-04-02,Active,Blocked
TransportCo89,AB0000088,2025-04-09,Blocked,Active
TransportCo89,AB0000088,2025-04-30,Active,Blocked
TransportCo89,AB0000088,2025-05-21,Blocked,Active
TransportCo89,AB0000088,2025-06-04,Active,Blocked
TransportCo89,AB0000088,2025-06-11,Blocked,Active
TransportCo89,AB0000088,2025-06-18,Active,Blocked
TransportCo89,AB0000088,2025-07-09,Blocked,Active
TransportCo89,AB0000088,2025-07-23,Active,Blocked
TransportCo90,AB0000089,2025-01-01,Blocked,Active
TransportCo90,AB0000089,2025-01-22,Active,Blocked
TransportCo90,AB0000089,2025-02-05,Blocked,Active
TransportCo90,AB0000089,2025-02-19,Active,Blocked
TransportCo90,AB0000089,2025-03-12,Blocked,Active
TransportCo90,AB0000089,2025-03-26,Active,Blocked
TransportCo90,AB0000089,2025-04-09,Blocked,Active
TransportCo90,AB0000089,2025-04-16,Active,Blocked
TransportCo90,AB0000089,2025-04-30,Blocked,Active
TransportCo91,AB0000090,2025-01-01,Active,Blocked
TransportCo91,AB0000090,2025-01-15,Blocked,Active
TransportCo91,AB0000090,2025-02-05,Active,Blocked
TransportCo91,AB0000090,2025-02-19,Blocked,Active
TransportCo91,AB0000090,2025-02-26,Active,Blocked
TransportCo92,AB0000091,2025-01-01,Blocked,Active
TransportCo92,AB0000091,2025-01-15,Active,Blocked
TransportCo92,AB0000091,2025-01-29,Blocked,Active
TransportCo92,AB0000091,2025-02-12,Active,Blocked
TransportCo92,AB0000091,2025-02-19,Blocked,Active
TransportCo92,AB0000091,2025-02-26,Active,Blocked
TransportCo93,AB0000092,2025-01-01,Blocked,Active
TransportCo93,AB0000092,2025-01-22,Active,Blocked
TransportCo93,AB0000092,2025-02-05,Blocked,Active
TransportCo93,AB0000092,2025-02-26,Active,Blocked
TransportCo93,AB0000092,2025-03-19,Blocked,Active
TransportCo93,AB0000092,2025-03-26,Active,Blocked
TransportCo93,AB0000092,2025-04-02,Blocked,Active
TransportCo93,AB0000092,2025-04-09,Active,Blocked
TransportCo93,AB0000092,2025-04-23,Blocked,Active
TransportCo93,AB0000092,2025-04-30,Active,Blocked
TransportCo93,AB0000092,2025-05-14,Blocked,Active
TransportCo93,AB0000092,2025-05-21,Active,Blocked
TransportCo93,AB0000092,2025-06-04,Blocked,Active
TransportCo94,AB0000093,2025-01-01,Active,Blocked
TransportCo94,AB0000093,2025-01-15,Blocked,Active
TransportCo94,AB0000093,2025-01-29,Active,Blocked
TransportCo94,AB0000093,2025-02-12,Blocked,Active
TransportCo94,AB0000093,2025-02-19,Active,Blocked
TransportCo94,AB0000093,2025-03-05,Blocked,Active
TransportCo94,AB0000093,2025-03-26,Active,Blocked
TransportCo94,AB0000093,2025-04-16,Blocked,Active
TransportCo94,AB0000093,2025-04-30,Active,Blocked
TransportCo94,AB0000093,2025-05-21,Blocked,Active
TransportCo94,AB0000093,2025-05-28,Active,Blocked
TransportCo94,AB0000093,2025-06-18,Blocked,Active
TransportCo94,AB0000093,2025-07-02,Active,Blocked
TransportCo95,AB0000094,2025-01-01,Blocked,Active
TransportCo95,AB0000094,2025-01-15,Active,Blocked
TransportCo95,AB0000094,2025-01-22,Blocked,Active
TransportCo95,AB0000094,2025-02-12,Active,Blocked
TransportCo95,AB0000094,2025-03-05,Blocked,Active
TransportCo96,AB0000095,2025-01-01,Active,Blocked
TransportCo96,AB0000095,2025-01-15,Blocked,Active
TransportCo96,AB0000095,2025-01-22,Active,Blocked
TransportCo97,AB0000096,2025-01-01,Blocked,Active
TransportCo97,AB0000096,2025-01-15,Active,Blocked
TransportCo97,AB0000096,2025-01-22,Blocked,Active
TransportCo97,AB0000096,2025-02-05,Active,Blocked
TransportCo97,AB0000096,2025-02-12,Blocked,Active
TransportCo97,AB0000096,2025-02-19,Active,Blocked
TransportCo97,AB0000096,2025-03-05,Blocked,Active
TransportCo97,AB0000096,2025-03-19,Active,Blocked
TransportCo98,AB0000097,2025-01-01,Blocked,Active
TransportCo98,AB0000097,2025-01-22,Active,Blocked
TransportCo98,AB0000097,2025-02-05,Blocked,Active
TransportCo98,AB0000097,2025-02-12,Active,Blocked
TransportCo98,AB0000097,2025-02-26,Blocked,Active
TransportCo98,AB0000097,2025-03-12,Active,Blocked
TransportCo98,AB0000097,2025-04-02,Blocked,Active
TransportCo98,AB0000097,2025-04-09,Active,Blocked
TransportCo99,AB0000098,2025-01-01,Blocked,Active
TransportCo99,AB0000098,2025-01-15,Active,Blocked
TransportCo99,AB0000098,2025-01-29,Blocked,Active
TransportCo99,AB0000098,2025-02-05,Active,Blocked
TransportCo99,AB0000098,2025-02-12,Blocked,Active
TransportCo99,AB0000098,2025-03-05,Active,Blocked
TransportCo99,AB0000098,2025-03-19,Blocked,Active
TransportCo100,AB0000099,2025-01-01,Active,Blocked
